time_s,disp_m,accel_rel_ms2,force_N
4.48000000,0.00162199,-0.66886941,6.89347624
4.49000000,0.00193753,-0.91666914,8.23451505
4.50000000,0.00219744,-0.56768279,9.33911523
4.51000000,0.00234243,-1.20716105,9.95532169
4.52000000,0.00244226,-0.65516129,10.37961836
4.53000000,0.00242075,-0.94371519,10.28820385
4.54000000,0.00232874,-0.89919884,9.89714666
4.55000000,0.00216062,-0.55625781,9.18261535
4.56000000,0.00193226,-0.13397374,8.21209738
4.57000000,0.00167802,0.24973600,7.13157584
4.58000000,0.00143590,0.56826950,6.10257300
4.59000000,0.00123997,0.83331814,5.26987497
4.60000000,0.00110238,0.73104628,4.68512013
4.61000000,0.00106711,1.16197158,4.53523074
4.62000000,0.00110197,0.88699755,4.68338985
4.63000000,0.00123941,0.75211789,5.26750896
4.64000000,0.00146783,0.86511973,6.23828396
4.65000000,0.00174702,0.31970800,7.42481551
4.66000000,0.00207481,-0.16552265,8.81796144
4.67000000,0.00241293,-0.35607291,10.25493558
4.68000000,0.00270991,-0.75220899,11.51713771
4.69000000,0.00297368,-0.50638700,12.63815657
4.70000000,0.00315968,-0.68024773,13.42865979
4.71000000,0.00328017,-0.89091930,13.94070813
4.72000000,0.00332867,-0.86470785,14.14683725
4.73000000,0.00329030,-0.83325059,13.98379531
4.74000000,0.00316593,-0.83970946,13.45522236
4.75000000,0.00296998,-0.60165145,12.62241897
4.76000000,0.00272051,-0.11155934,11.56217730
4.77000000,0.00242648,-0.04448501,10.31255935
4.78000000,0.00213775,0.25101181,9.08544840
4.79000000,0.00186897,0.59123372,7.94312501
4.80000000,0.00162342,0.38374934,6.89953979
4.81000000,0.00146100,0.96758862,6.20924954
4.82000000,0.00134525,0.84154768,5.71730198
4.83000000,0.00133714,1.12218939,5.68282409
4.84000000,0.00141075,0.93339744,5.99570387
4.85000000,0.00156580,0.41198073,6.65465393
4.86000000,0.00181226,0.63411938,7.70210185
4.87000000,0.00208640,0.25275192,8.86720323
4.88000000,0.00240193,0.00302173,10.20821738
4.89000000,0.00269676,-0.79165863,11.46124768
4.90000000,0.00296618,-0.90869646,12.60625690
4.91000000,0.00314606,-1.05759790,13.37073436
4.92000000,0.00323716,-0.94116696,13.75793663
4.93000000,0.00323454,-0.75874770,13.74679467
4.94000000,0.00313085,-0.98898159,13.30611410
4.95000000,0.00297744,-0.35080562,12.65411580
4.96000000,0.00274135,-0.34551800,11.65073014
4.97000000,0.00247485,-0.25478159,10.51809538
4.98000000,0.00219060,0.03600914,9.31004925
4.99000000,0.00189865,0.24611166,8.06926425
5.00000000,0.00163869,0.70889454,6.96444788
5.01000000,0.00142807,0.97189921,6.06928814
5.02000000,0.00128822,0.83811024,5.47492267
5.03000000,0.00127527,1.49930597,5.41990339
5.04000000,0.00133262,0.89828069,5.66361513
5.05000000,0.00152615,0.92399362,6.48613697
5.06000000,0.00178921,0.50510612,7.60414650
5.07000000,0.00212371,0.29524595,9.02575125
5.08000000,0.00249087,0.04329110,10.58618804
5.09000000,0.00285347,-0.51241638,12.12724632
5.10000000,0.00320165,-0.60948096,13.60703318
